"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Safb2",0.0064393203151523,-2.65555847407762,0.042,0.167,1,"Pericytes"
"Klc3",0.0844410052480523,2.65386943052946,0.112,0,1,"Pericytes"
"Myg1",0.00435274891328556,-2.65298426818469,0.099,0.292,1,"Pericytes"
"Exoc5",2.00635468930869e-05,-2.65269586152637,0.029,0.208,0.460779417946633,"Pericytes"
"Mtch2",0.19599331389693,2.65236364197188,0.228,0.125,1,"Pericytes"
"Fhit",0.000754300810736819,-2.65058041350537,0.016,0.125,1,"Pericytes"
"Eml4",0.002278868590845,-2.64559658560368,0.074,0.25,1,"Pericytes"
"Nrbf2",0.00898411239087791,-2.64555995490011,0.045,0.167,1,"Pericytes"
"Mrps24",0.040681044338127,2.64436921743227,0.218,0.042,1,"Pericytes"
"Galnt4",4.41612966560607e-06,-2.64368821528907,0.006,0.125,0.101420833900309,"Pericytes"
"Rab4b",0.41192480500001,2.64319965301255,0.179,0.125,1,"Pericytes"
"Khsrp",0.000749040899034513,-2.64072102695798,0.029,0.167,1,"Pericytes"
"Adrb1",4.43907114726184e-07,-2.63899288266544,0.029,0.25,0.0101947707968015,"Pericytes"
"2300009A05Rik",0.0182151750987575,-2.63457843397727,0.074,0.208,1,"Pericytes"
"Adpgk",0.00296877876696622,-2.6325115562308,0.035,0.167,1,"Pericytes"
"Ppp1r15b",2.95559673548797e-06,-2.6305821738003,0.048,0.292,0.0678782346272168,"Pericytes"
"Irf6",0.13770810467363,2.63032911129358,0.147,0.042,1,"Pericytes"
"Slc1a3",1.22884046557568e-05,-2.62932454260322,0.138,0.458,0.282215501324111,"Pericytes"
"Havcr2",2.98613250486377e-08,-2.62927580257937,0.131,0.542,0.000685795191067013,"Pericytes"
"D17Wsu104e",2.83788312327526e-05,-2.62848730585749,0.173,0.5,0.651748238091397,"Pericytes"
"Irf2",0.00525715480326056,-2.62351339178722,0.08,0.25,1,"Pericytes"
"Ncf4",0.324100796833871,2.62343375600617,0.103,0.042,1,"Pericytes"
"Serinc2",0.521068976929026,2.62311160618034,0.122,0.083,1,"Pericytes"
"H2-Eb1",0.82049167966807,2.62178726092149,0.131,0.125,1,"Pericytes"
"Sptlc1",0.00168106552039178,-2.62037823737302,0.071,0.25,1,"Pericytes"
"2310035K24Rik",0.0610181408030552,-2.61875557142537,0.042,0.125,1,"Pericytes"
"1810030J14Rik",0.101148477680087,2.61837781542182,0.045,0.125,1,"Pericytes"
"Id2",0.151240360003034,2.6183674686907,0.484,0.375,1,"Pericytes"
"Ccndbp1",0.089131391529616,2.61471687513827,0.176,0.042,1,"Pericytes"
"Pfn2",0.0862464754739879,2.61069890997584,0.17,0.042,1,"Pericytes"
"Gm13476",3.58615154926741e-05,-2.6105784176257,0.061,0.292,0.823595564804754,"Pericytes"
"Tmem135",5.01581481625104e-05,-2.6098847000042,0.045,0.25,1,"Pericytes"
"Ankrd13a",0.0256923217126946,-2.60837505529477,0.08,0.208,1,"Pericytes"
"Mt1",0.0132806026391355,2.6067257426915,0.712,0.5,1,"Pericytes"
"Lsg1",0.536288971137412,2.60663526954982,0.122,0.083,1,"Pericytes"
"Fam71a",0.186542325304762,2.60639603677794,0.131,0.042,1,"Pericytes"
"Cnot2",0.0196185655008264,-2.60603309420207,0.096,0.25,1,"Pericytes"
"Pxmp3",7.83704477132706e-07,-2.60520974914356,0.09,0.417,0.0179985570218297,"Pericytes"
"Ppp1r16b",0.139121927880509,2.60240775722766,0.051,0.125,1,"Pericytes"
"Ift46",0.295620793533139,2.59749239412453,0.106,0.042,1,"Pericytes"
"Agpat6",0.00455352403070114,-2.5962301565192,0.058,0.208,1,"Pericytes"
"U2af1",0.462334905849254,2.59525997447571,0.192,0.125,1,"Pericytes"
"Nipa2",0.0803935506770644,-2.58831978954358,0.045,0.125,1,"Pericytes"
"Peli2",0.10056948122819,2.58649962084483,0.103,0,1,"Pericytes"
"Ccdc80",1.16349650034796e-12,-2.58468798521687,0.071,0.542,2.67208606269913e-08,"Pericytes"
"Fert2",0.0126899667643722,-2.58423464351843,0.048,0.167,1,"Pericytes"
"Cnpy4",0.223221974726053,-2.58142633440054,0.064,0.125,1,"Pericytes"
"Acsbg1",0.00258253300845979,2.58114257077564,0.019,0.125,1,"Pericytes"
"Snrpc",0.0441498169999239,2.58099679116249,0.147,0,1,"Pericytes"
"Stat1",0.254551311581777,-2.58012479689617,0.103,0.167,1,"Pericytes"
"Apool",0.00077721578903999,-2.57870769936849,0.016,0.125,1,"Pericytes"
"Bcam",0.02983341111432,2.5785545960428,0.288,0.083,1,"Pericytes"
"Sf3b4",0.271268409601848,2.57729327740542,0.247,0.167,1,"Pericytes"
"Zfp217",0.00134273531874333,-2.57579956171224,0.048,0.208,1,"Pericytes"
"Iqgap1",0.136860840021483,2.57554929025178,0.401,0.292,1,"Pericytes"
"Cd180",0.00258157614249226,-2.5748845307842,0.035,0.167,1,"Pericytes"
"2210013O21Rik",0.609536931152407,2.57465432338851,0.151,0.125,1,"Pericytes"
"Tug1",0.0394987276692212,-2.57464772228131,0.122,0.25,1,"Pericytes"
"Smc6",0.682347659963315,2.57280255487186,0.106,0.083,1,"Pericytes"
"Col3a1",0.00300251717097532,-2.5726716918534,0.096,0.292,1,"Pericytes"
"Tomm5",0.0794729451128309,-2.57065451972506,0.157,0.292,1,"Pericytes"
"Tmem79",0.0751274453228958,2.57042968775354,0.119,0,1,"Pericytes"
"Rasgrp3",2.57065288979928e-08,-2.56779876555636,0.106,0.5,0.000590376142671302,"Pericytes"
"Otud5",3.58615154926741e-05,-2.56741717466077,0.061,0.292,0.823595564804754,"Pericytes"
"Cd200",0.0409854908892209,2.56716275029875,0.218,0.042,1,"Pericytes"
"Wdr81",0.0446370171874457,-2.56533838049433,0.038,0.125,1,"Pericytes"
"Bri3",0.580207433830987,2.56513885673951,0.256,0.25,1,"Pericytes"
"Ier3",0.0683155890366193,2.56402615958975,0.471,0.375,1,"Pericytes"
"1500011H22Rik",0.00868918045307724,-2.56325915512703,0.064,0.208,1,"Pericytes"
"Mki67ip",0.0948820477422241,2.56206943724582,0.106,0,1,"Pericytes"
"Eif2b4",4.98114430436089e-06,-2.5596686153776,0.087,0.375,0.114396960093952,"Pericytes"
"Plagl2",0.00754063209157979,-2.55808765377093,0.064,0.208,1,"Pericytes"
"Rab28",0.136485166463897,-2.55735119154391,0.054,0.125,1,"Pericytes"
"Unk",0.000120747849615211,-2.55687803094278,0.022,0.167,1,"Pericytes"
"Angptl7",0.249049212081283,-2.55614505959966,0.067,0.125,1,"Pericytes"
"Lgals7",0.00582021368314229,2.55495525227622,0.446,0.167,1,"Pericytes"
"Pold3",0.411098671833866,2.55482816273056,0.071,0.125,1,"Pericytes"
"0610011F06Rik",0.146390275112371,2.55453642466312,0.196,0.083,1,"Pericytes"
"I830077J02Rik",2.34239726850656e-07,-2.55201291332006,0.051,0.333,0.00537954956685216,"Pericytes"
"Bckdhb",0.000233235921114316,-2.55134111444539,0.013,0.125,1,"Pericytes"
"Dock10",3.27713292837711e-05,-2.55061289385532,0.08,0.333,0.752626348331088,"Pericytes"
"Wdr37",0.0229355111160048,-2.5498159338105,0.032,0.125,1,"Pericytes"
"Pex3",0.30706799648903,-2.54953811421039,0.074,0.125,1,"Pericytes"
"Zufsp",8.47251533783671e-07,-2.54903621134833,0.074,0.375,0.0194579787248758,"Pericytes"
"Slmap",0.0100818796953132,-2.54862740407447,0.09,0.25,1,"Pericytes"
"Arl2",0.429402113811804,2.54584492112319,0.147,0.083,1,"Pericytes"
"Polr2l",0.900321206809676,2.54555824393529,0.125,0.125,1,"Pericytes"
"Cript",0.0863781067987963,-2.5413606991459,0.135,0.25,1,"Pericytes"
"Gatsl3",0.309294802310053,2.5413339738188,0.106,0.042,1,"Pericytes"
"Dhx15",0.000897900940965813,-2.53982396983313,0.064,0.25,1,"Pericytes"
"Acaa1b",0.0576483658936555,2.53973104930476,0.038,0.125,1,"Pericytes"
"Tgfbr3",0.0626673019138838,-2.53705619540224,0.042,0.125,1,"Pericytes"
"Serpinb5",0.0700913102442783,2.53636233161064,0.24,0.083,1,"Pericytes"
"Rnf10",0.4045657249222,2.53572040401216,0.135,0.208,1,"Pericytes"
"Fxyd3",0.00496037196715938,2.53566878812199,0.417,0.125,1,"Pericytes"
"Phkg2",1.24155914712697e-05,-2.53329740195583,0.016,0.167,0.285136473729179,"Pericytes"
"Aco1",2.01249931250946e-06,-2.53237954175084,0.013,0.167,0.0462190592110923,"Pericytes"
"Il10rb",1.28154018523187e-07,-2.52998691047798,0.141,0.542,0.00294318518940351,"Pericytes"
"Pbrm1",0.0286409374717906,-2.5288950542042,0.17,0.333,1,"Pericytes"
"Arl11",1.95051768148862e-05,-2.52642246444595,0.029,0.208,0.447955890730676,"Pericytes"
"Vdac1",0.136421289906239,2.52507221554988,0.288,0.167,1,"Pericytes"
"Arhgap39",1.71497282450852e-06,-2.5240395463099,0.045,0.292,0.0393860658876627,"Pericytes"
"Naa10",0.140773124750748,2.52237594579348,0.151,0.042,1,"Pericytes"
"Alkbh5",0.000319714833899482,-2.52007668185314,0.179,0.458,1,"Pericytes"
"Prdx6",0.834400094179039,-2.51998027837754,0.41,0.417,1,"Pericytes"
"Dnajc19",0.00601342293565711,-2.51978974645052,0.087,0.25,1,"Pericytes"
"Snx14",0.129215396102268,-2.51978306092313,0.051,0.125,1,"Pericytes"
"Fxyd5",0.62526392233608,2.51958949080862,0.189,0.167,1,"Pericytes"
"Ndufb9",0.531451758255805,2.51860542726653,0.449,0.417,1,"Pericytes"
"Farsb",0.0708471151893287,-2.51716040692891,0.138,0.25,1,"Pericytes"
"Minos1",0.284515686996494,-2.51588871051744,0.346,0.458,1,"Pericytes"
"Hltf",0.0186669657113594,-2.51324226688533,0.074,0.208,1,"Pericytes"
"Glipr2",6.57406039949478e-11,-2.51249502991424,0.013,0.25,1.50979871134797e-06,"Pericytes"
"Pebp1",0.81721103177876,2.51236053816261,0.362,0.417,1,"Pericytes"
"Ppfia1",0.000695783896419822,-2.51213676064803,0.045,0.208,1,"Pericytes"
"Rel",1.62112922790971e-06,-2.51117655589642,0.032,0.25,0.0372308538481744,"Pericytes"
"Dmxl1",7.43066010144249e-06,-2.50991111073397,0.051,0.292,0.170652539889728,"Pericytes"
"Fkbp7",0.000140806701239027,-2.50990885054158,0.051,0.25,1,"Pericytes"
"Zfp652",0.143626445634106,-2.50880890744259,0.054,0.125,1,"Pericytes"
"Csnk1g3",0.0312294709027008,-2.50570764599862,0.035,0.125,1,"Pericytes"
"Pdcl",0.000800775595281052,-2.50377594306671,0.016,0.125,1,"Pericytes"
"Rlim",0.00128389526330591,-2.50344083035224,0.115,0.333,1,"Pericytes"
"Col15a1",0.0897477008665777,-2.50027848150929,0.045,0.125,1,"Pericytes"
"AI846148",0.00806985795822,-2.49740620419072,0.026,0.125,1,"Pericytes"
"Afg3l2",0.118574415046099,-2.49667687691965,0.051,0.125,1,"Pericytes"
"Diap2",0.0618381713698527,-2.49659007413051,0.042,0.125,1,"Pericytes"
"Wdr53",4.26073496479174e-05,-2.49617300857224,0.019,0.167,0.97852039201407,"Pericytes"
"C130050O18Rik",0.000233235921114316,-2.49519510563049,0.013,0.125,1,"Pericytes"
"Ctnnbl1",0.440188503874634,2.49433808937257,0.135,0.083,1,"Pericytes"
"Cox19",0.0229355111160048,-2.49345166563749,0.032,0.125,1,"Pericytes"
"Cd74",0.170658961357992,2.49142054159389,0.179,0.333,1,"Pericytes"
"Tmem199",0.00742450351053989,-2.49008877713449,0.09,0.25,1,"Pericytes"
"Dnajc9",0.0796515130369832,2.48971892726182,0.115,0,1,"Pericytes"
"Lzts2",0.0630015167812011,2.48888819198182,0.128,0,1,"Pericytes"
"Lrch3",0.00386368228166676,-2.48661533254088,0.022,0.125,1,"Pericytes"
"Fchsd2",0.00419342128647513,-2.48590692318478,0.038,0.167,1,"Pericytes"
"D4Ertd22e",0.87408488343144,-2.48526407201791,0.231,0.208,1,"Pericytes"
"Hspa4l",0.0895120800226184,2.48381627067548,0.109,0,1,"Pericytes"
"Fam25c",0.0796515130369832,2.48298752404092,0.115,0,1,"Pericytes"
"Sesn1",1.90193763117097e-10,-2.48276038850189,0.093,0.542,4.36798996374725e-06,"Pericytes"
"Usp11",4.99572815717185e-05,-2.48275446098474,0.019,0.167,1,"Pericytes"
"Gpr155",0.033259067981751,-2.47718475524159,0.035,0.125,1,"Pericytes"
"Pdcd10",6.56225868100409e-07,-2.4766406197318,0.087,0.417,0.015070883286794,"Pericytes"
"Fbxw5",0.435700877714443,2.47598705285768,0.077,0.125,1,"Pericytes"
"Lrrc59",4.24185076210136e-05,-2.47509637341862,0.083,0.333,0.974183446024198,"Pericytes"
"Gpbp1",0.046722864906339,-2.4740998210408,0.112,0.25,1,"Pericytes"
"Krcc1",0.0148254205091956,2.47406377405179,0.163,0.375,1,"Pericytes"
"Tiparp",0.976691813045642,2.47406339907257,0.157,0.167,1,"Pericytes"
"Cln8",0.000295578612068891,-2.47201872801254,0.054,0.25,1,"Pericytes"
"Psph",0.319973755165053,2.47193626686486,0.103,0.042,1,"Pericytes"
"Cebpz",0.0407845504112628,-2.47142180831384,0.119,0.25,1,"Pericytes"
"Podn",0.00141912750425491,-2.47066685998247,0.048,0.208,1,"Pericytes"
"BC017647",0.0594050935568425,-2.46743201417293,0.042,0.125,1,"Pericytes"
"Pkn1",0.000638158261727829,-2.46666751849278,0.061,0.25,1,"Pericytes"
"Nfib",0.224675068472309,2.46305541112923,0.397,0.292,1,"Pericytes"
"Gnb1l",0.00184032656728847,-2.46232799766421,0.019,0.125,1,"Pericytes"
"Dock8",0.00166471972813534,-2.46183184840901,0.119,0.333,1,"Pericytes"
"Klhl7",8.94062123446544e-06,-2.46162884780455,0.026,0.208,0.205330307270733,"Pericytes"
"Itga9",1.07897747544666e-07,-2.46144846926289,0.048,0.333,0.00247797967011081,"Pericytes"
"Klf12",4.92382394452298e-05,-2.46102081429379,0.01,0.125,1,"Pericytes"
"Mcts1",0.087737562666658,-2.45956666115397,0.103,0.208,1,"Pericytes"
"Tmx2",0.680781480395329,2.4578963446034,0.125,0.167,1,"Pericytes"
"Parp8",0.103891190592803,-2.45783968316457,0.048,0.125,1,"Pericytes"
"Slc37a2",6.15774560369058e-06,-2.45483896333356,0.087,0.375,0.141418785534358,"Pericytes"
"Cdadc1",0.201763144452873,-2.45448322987106,0.061,0.125,1,"Pericytes"
"Atg9a",0.0037472405497505,-2.45441666339517,0.038,0.167,1,"Pericytes"
"Gp9",3.9898313555206e-05,-2.4533800727047,0.045,0.25,0.91630466910886,"Pericytes"
"Bmp1",0.000404318596447105,-2.45039106595102,0.026,0.167,1,"Pericytes"
"Arhgef1",0.195688512678271,2.44951734289066,0.218,0.125,1,"Pericytes"
"Cenpq",0.0089550865659127,-2.44740668638721,0.026,0.125,1,"Pericytes"
"Cars",0.000421266303941382,-2.44698613598266,0.042,0.208,1,"Pericytes"
"Soat1",6.6149837232699e-05,-2.44543585719971,0.083,0.333,1,"Pericytes"
"Lhx2",0.15061239421848,2.44517157081402,0.147,0.042,1,"Pericytes"
"Ublcp1",0.0181885833506597,-2.44410520662148,0.077,0.208,1,"Pericytes"
"Lrsam1",0.0138099444190778,-2.44278879049607,0.029,0.125,1,"Pericytes"
"Chka",0.717383437134677,2.44233080696888,0.144,0.125,1,"Pericytes"
"2310033P09Rik",0.48070506462436,2.44154211691517,0.083,0.125,1,"Pericytes"
"Tmed1",0.965537263459358,-2.43962283406431,0.128,0.125,1,"Pericytes"
"Stat6",3.68914099679222e-11,-2.43858672180942,0.074,0.5,8.47248121323301e-07,"Pericytes"
"Barx2",0.137896671272019,2.43823470069301,0.151,0.042,1,"Pericytes"
"BC024659",0.0217855106433068,-2.43791066615601,0.032,0.125,1,"Pericytes"
"Cass4",0.0214134923033765,-2.43660823055275,0.032,0.125,1,"Pericytes"
"Wdfy3",0.000234220177815111,-2.43638766658471,0.054,0.25,1,"Pericytes"
"Flnb",0.433914972798642,2.4356447279386,0.218,0.167,1,"Pericytes"
"Asf1a",0.243083459340801,-2.433567233014,0.067,0.125,1,"Pericytes"
"Ankmy2",0.00234075288082253,-2.43307386568932,0.051,0.208,1,"Pericytes"
"Ctla2b",4.88405407554073e-07,-2.43251595181395,0.029,0.25,0.0112167185898868,"Pericytes"
"Tnfrsf11a",0.0363651554169908,-2.43064544969192,0.058,0.167,1,"Pericytes"
"Rcl1",0.00013794019769198,-2.42956915583036,0.051,0.25,1,"Pericytes"
"Ssh2",8.27541039682026e-07,-2.42913796702621,0.151,0.542,0.0190053075173374,"Pericytes"
"1810022K09Rik",0.022865387208331,-2.42902943022581,0.131,0.292,1,"Pericytes"
"Eml2",0.208988537665312,2.42835936796713,0.131,0.042,1,"Pericytes"
"Dnajc8",0.0827800401578472,2.42786639697186,0.282,0.125,1,"Pericytes"
"Zeb2",0.855124994842956,2.4272104298715,0.109,0.125,1,"Pericytes"
"Cdh1",0.318634707339756,2.42711770975214,0.157,0.083,1,"Pericytes"
"Cnp",0.537419512309036,2.42633191098041,0.151,0.208,1,"Pericytes"
"Fosl1",0.375091703769251,2.42565575340014,0.147,0.083,1,"Pericytes"
"Myo1d",0.00278548005533987,-2.42488044660677,0.054,0.208,1,"Pericytes"
"2810403A07Rik",0.0719001862121332,-2.4235029336673,0.103,0.208,1,"Pericytes"
"Hmgxb3",0.000695783896419822,-2.42334014367689,0.045,0.208,1,"Pericytes"
"Ascc3",0.00611118948676072,-2.42281205631614,0.042,0.167,1,"Pericytes"
"Ccrl1",0.0847953853320238,2.42087087667408,0.176,0.042,1,"Pericytes"
"Zfp386",0.0895120800226184,2.42076299074329,0.109,0,1,"Pericytes"
"Erbb2ip",0.0259207263808362,2.41955809595594,0.071,0.208,1,"Pericytes"
"Zfp277",0.00798262948579925,-2.41861092108383,0.064,0.208,1,"Pericytes"
"Spata13",0.00273653679212341,-2.41817362785158,0.125,0.333,1,"Pericytes"
"Rasa1",0.514761304734077,2.41807751428428,0.083,0.125,1,"Pericytes"
"Fip1l1",0.138850411923331,2.41760019822559,0.151,0.042,1,"Pericytes"
"Eif4g3",0.000723444175509591,-2.41719970231458,0.141,0.375,1,"Pericytes"
"Fkrp",0.0479752330574175,-2.41647245487283,0.038,0.125,1,"Pericytes"
"Loxl3",4.64149039764998e-06,-2.41638534681661,0.006,0.125,0.106596468472429,"Pericytes"
"Bok",0.025355507372897,2.41519163749696,0.295,0.083,1,"Pericytes"
"Serpinb1a",0.380547929807416,2.41249862304067,0.135,0.208,1,"Pericytes"
"Zfp90",0.000156000404417115,-2.41248869757119,0.051,0.25,1,"Pericytes"
"Ehd2",0.00396463496070327,-2.41244271913111,0.038,0.167,1,"Pericytes"
"Fam123b",0.033259067981751,-2.41153207300869,0.035,0.125,1,"Pericytes"
"Cenpb",0.860588969270837,2.41027133316652,0.253,0.25,1,"Pericytes"
"Dusp12",0.000784061480816975,-2.40899623402951,0.064,0.25,1,"Pericytes"
"Irgm1",0.025590231557911,-2.40802879745995,0.054,0.167,1,"Pericytes"
"Birc2",0.0199801906401012,-2.40780562426364,0.032,0.125,1,"Pericytes"
"Cds2",0.0064231126468303,-2.40699538501663,0.061,0.208,1,"Pericytes"
"Abi3bp",0.0089550865659127,-2.40443300173651,0.026,0.125,1,"Pericytes"
"Gpr77",3.03239594860969e-07,-2.40379039184598,0.215,0.625,0.006964200535577,"Pericytes"
"Yrdc",0.299000788193229,2.40366094574518,0.109,0.042,1,"Pericytes"
"Sap130",0.15410121142661,-2.40352928414618,0.054,0.125,1,"Pericytes"
"Ddx58",0.0016189453980431,-2.40293871968618,0.032,0.167,1,"Pericytes"
"D11Wsu47e",0.0093328009576114,-2.40177116793726,0.026,0.125,1,"Pericytes"
"Mt2",0.102290584090725,2.40151947161324,0.577,0.458,1,"Pericytes"
"Dhdds",0.00226115573955676,-2.39918259753219,0.051,0.208,1,"Pericytes"
"Nop10",0.134859219946456,2.39917050299058,0.301,0.167,1,"Pericytes"
"Nmt1",0.000196994449375112,-2.39891293403303,0.135,0.417,1,"Pericytes"
"Sema4b",0.0273569640792573,-2.39812384150254,0.054,0.167,1,"Pericytes"
"Sik1",0.0866323143107401,2.39639632520377,0.176,0.042,1,"Pericytes"
"Mapk1ip1l",1.08352988220232e-05,-2.39592808968994,0.122,0.458,0.248843472746584,"Pericytes"
"Drap1",0.644495679990696,2.39496965743798,0.151,0.125,1,"Pericytes"
"2210016F16Rik",7.10925100347652e-07,-2.39321529875162,0.071,0.375,0.0163271058545842,"Pericytes"
"Tcp1",0.604073641251686,2.39058796783971,0.272,0.333,1,"Pericytes"
"Mtif3",0.145028702637173,-2.38836228818574,0.087,0.167,1,"Pericytes"
"Fth1",0.000330047052473129,2.38803957248424,0.99,1,1,"Pericytes"
"Arl13b",0.376162580890226,2.38716337968212,0.141,0.083,1,"Pericytes"
"Alg9",0.0308550833652172,-2.38621724021933,0.058,0.167,1,"Pericytes"
"D17Wsu92e",0.320625725296693,-2.38616913035547,0.106,0.167,1,"Pericytes"
"Cox18",0.0089550865659127,-2.38601221936684,0.026,0.125,1,"Pericytes"
"Copb1",0.144558486822176,-2.38506056650184,0.24,0.333,1,"Pericytes"
"Eri1",0.0123058919860444,-2.38478603204178,0.048,0.167,1,"Pericytes"
"Usp18",0.142716243319814,2.38413842636625,0.151,0.042,1,"Pericytes"
"Gfm2",1.28774592429817e-06,-2.38346429702416,0.119,0.458,0.0295743728974318,"Pericytes"
"Ptprc",6.56623465303864e-10,-2.38295721394109,0.138,0.625,1.50800145041685e-05,"Pericytes"
"Maml2",0.000106094406785852,-2.38235878389517,0.067,0.292,1,"Pericytes"
"H2-Aa",0.276556743709113,2.3820074962756,0.144,0.25,1,"Pericytes"
"Irak2",0.167854441053941,-2.3817784927157,0.087,0.167,1,"Pericytes"
"2410089E03Rik",0.0203304337102747,-2.38145879810753,0.032,0.125,1,"Pericytes"
"Pde3b",1.13352113306309e-07,-2.38045507602963,0.154,0.583,0.00260324463419269,"Pericytes"
"Kpna6",0.00061892571125105,-2.37982597999301,0.029,0.167,1,"Pericytes"
"Mlh3",0.021752143935261,-2.37980009309341,0.051,0.167,1,"Pericytes"
"Ik",0.422233057495502,2.37873768687064,0.221,0.167,1,"Pericytes"
"Eef1b2",0.223052664057408,2.37695241913329,0.487,0.417,1,"Pericytes"
"Eif5",0.0488257383811705,2.37694772792776,0.49,0.292,1,"Pericytes"
"Kat2a",0.043993439891543,-2.37478173232354,0.038,0.125,1,"Pericytes"
"Pxk",0.00488416240097882,-2.37461304042344,0.167,0.375,1,"Pericytes"
"Bod1l",0.200222424893518,2.37391139296811,0.183,0.083,1,"Pericytes"
"Rnf7",0.811980510315826,-2.37352847583811,0.349,0.375,1,"Pericytes"
"Rpl28",0.000403852690500846,2.37306945673096,0.776,0.417,1,"Pericytes"
"Zbtb11",0.140736286295535,-2.37287330107956,0.054,0.125,1,"Pericytes"
"2010321M09Rik",0.00806985795822,-2.37247749827584,0.026,0.125,1,"Pericytes"
"Mrpl46",0.00268207582993311,-2.37230162340159,0.074,0.25,1,"Pericytes"
"Slc8a1",0.00937140604113626,-2.36971626621797,0.067,0.208,1,"Pericytes"
"Ubac2",1.65460190559352e-05,-2.36897077892819,0.157,0.5,0.379995873638608,"Pericytes"
"Leprel1",0.546013612859923,-2.36807678992311,0.093,0.125,1,"Pericytes"
"Hiat1",0.00539862880304951,-2.36783177601239,0.058,0.208,1,"Pericytes"
"Prdx4",0.00040446428835548,-2.36738567841308,0.125,0.375,1,"Pericytes"
"Hax1",0.558579362330613,2.36593110851375,0.115,0.083,1,"Pericytes"
"Dusp7",0.00490089650714176,-2.36316093855383,0.109,0.292,1,"Pericytes"
"Trim12c",0.00153091067386892,-2.36305221146489,0.071,0.25,1,"Pericytes"
"Pex5",0.0466155870450816,-2.36298954678919,0.038,0.125,1,"Pericytes"
"Bcl2a1b",0.000238971330729984,-2.36286559005347,0.173,0.458,1,"Pericytes"
"Mag",0.134806924171482,2.36201467878013,0.051,0.125,1,"Pericytes"
"Hat1",0.283951859288983,2.36099193249046,0.109,0.042,1,"Pericytes"
"9130023H24Rik",2.24529801743084e-05,-2.36043433492097,0.029,0.208,0.515655142683168,"Pericytes"
"Slc39a11",0.0529991420282743,-2.36009837672855,0.038,0.125,1,"Pericytes"
"Morc3",0.00787000752729161,-2.35997261344852,0.064,0.208,1,"Pericytes"
"Mdm4",0.0500770832204003,-2.35920055955056,0.038,0.125,1,"Pericytes"
"Coro7",0.0297778782141897,-2.35878348545826,0.035,0.125,1,"Pericytes"
"Pcid2",0.00513874436561721,-2.35720226139921,0.083,0.25,1,"Pericytes"
"Cwc27",0.408772821683675,-2.35648357220641,0.083,0.125,1,"Pericytes"
"Paics",0.383545832819335,2.35576822372887,0.253,0.167,1,"Pericytes"
"Slc38a2",0.0395207081440654,2.35328506087553,0.41,0.208,1,"Pericytes"
"Sri",0.844544048081654,2.35207413000248,0.324,0.375,1,"Pericytes"
"Hcfc1r1",0.0357637423364065,2.35069557027465,0.279,0.083,1,"Pericytes"
"Thbs3",5.32212758070685e-05,-2.35034527389585,0.019,0.167,1,"Pericytes"
"Nup88",1.76781725738127e-06,-2.34973092474141,0.077,0.375,0.0405996911330182,"Pericytes"
"Kctd3",0.00824036610371498,-2.34960988368225,0.026,0.125,1,"Pericytes"
"Vbp1",0.00941855714420244,-2.34878538334763,0.119,0.292,1,"Pericytes"
"Aifm1",0.00989801744233433,-2.34724841978372,0.067,0.208,1,"Pericytes"
"Lst1",0.0834462685473835,-2.3470857482209,0.179,0.292,1,"Pericytes"
"Gigyf1",0.139855870867454,-2.34700542581478,0.077,0.167,1,"Pericytes"
"Rqcd1",0.996906344251991,2.34370296115372,0.119,0.125,1,"Pericytes"
"Tysnd1",0.166002449332076,-2.34255850561097,0.058,0.125,1,"Pericytes"
"D630045J12Rik",0.00434392855109734,-2.34131330048634,0.022,0.125,1,"Pericytes"
"Rock2",0.0184434525487774,-2.33879831877401,0.167,0.333,1,"Pericytes"
"Anapc11",0.37990073887794,2.33856051352021,0.228,0.167,1,"Pericytes"
"Crbn",0.0122776611566205,-2.33504645640549,0.067,0.208,1,"Pericytes"
"Palmd",0.0724257458548392,2.33432624531201,0.189,0.042,1,"Pericytes"
"Rbp1",0.736895080667809,2.33318790134589,0.163,0.208,1,"Pericytes"
"Tgfbr1",6.10373704008863e-10,-2.3328033128452,0.263,0.792,1.40178424862676e-05,"Pericytes"
"Aldh16a1",0.704285673421767,2.33173547546872,0.138,0.125,1,"Pericytes"
"Cir1",0.301676883859879,-2.3311043314119,0.071,0.125,1,"Pericytes"
"Lcmt2",2.80682233034176e-05,-2.32997539670304,0.029,0.208,0.644614816386288,"Pericytes"
"Cdh13",0.227122445567313,2.32980063035028,0.173,0.083,1,"Pericytes"
"Mepce",0.0229355111160048,-2.32597099954578,0.032,0.125,1,"Pericytes"
"Gpr133",0.00790251526789845,-2.32482240531559,0.026,0.125,1,"Pericytes"
"Gpr125",0.0668161376635315,2.32249697688745,0.125,0,1,"Pericytes"
"0610011L14Rik",4.99777951792941e-05,-2.3220015651742,0.032,0.208,1,"Pericytes"
"Ulk2",2.56494418355661e-05,-2.32065984107471,0.112,0.417,0.589065081195612,"Pericytes"
"Slc31a1",0.00215014408144188,-2.31841250446162,0.071,0.25,1,"Pericytes"
"Ngdn",0.662289653621091,2.31760519914132,0.186,0.167,1,"Pericytes"
"R3hdm1",0.00883828845736767,-2.31507175711271,0.045,0.167,1,"Pericytes"
"Yars2",0.00455072814890828,-2.31447324515635,0.022,0.125,1,"Pericytes"
"Car3",0.957788544507202,2.31434791764686,0.115,0.125,1,"Pericytes"
