"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Ophn1",0.000346700668320214,-2.31324545026605,0.058,0.25,1,"Pericytes"
"Gpr146",8.799733653373e-09,-2.3129172312817,0.083,0.458,0.000202094683083364,"Pericytes"
"Ier2",0.0481211615805183,2.31160156394233,0.574,0.417,1,"Pericytes"
"Rpl13",0.00551398201516197,2.31137198747157,0.933,0.917,1,"Pericytes"
"Cbx6",0.0166502612962079,2.31109461055118,0.029,0.125,1,"Pericytes"
"Cysltr1",5.65185105417628e-05,-2.31071963055443,0.064,0.292,1,"Pericytes"
"Usp10",0.0225464514507339,-2.31054154287563,0.032,0.125,1,"Pericytes"
"Fam50a",0.883184561536052,2.31038059963765,0.144,0.125,1,"Pericytes"
"Pfkfb3",4.99572815717185e-05,-2.30960663395772,0.019,0.167,1,"Pericytes"
"Gm3258",0.0486674577682118,-2.30894267609457,0.038,0.125,1,"Pericytes"
"Sun1",0.0438979527571543,-2.3072702796893,0.061,0.167,1,"Pericytes"
"Cgrrf1",6.42769436001735e-07,-2.30704187209189,0.087,0.417,0.0147618428672158,"Pericytes"
"E2f3",0.00806985795822,-2.30683978499619,0.026,0.125,1,"Pericytes"
"Slc1a5",0.000394915742893113,-2.30674771123047,0.058,0.25,1,"Pericytes"
"Akna",0.0191285297471174,-2.30544398262453,0.074,0.208,1,"Pericytes"
"Pik3cg",9.40437288439449e-05,-2.30524626264505,0.087,0.333,1,"Pericytes"
"Eid1",0.732446277780204,2.30509228797685,0.212,0.25,1,"Pericytes"
"Ccdc53",0.558579362330613,2.30450951098463,0.115,0.083,1,"Pericytes"
"Lars",0.00877139832541982,-2.30151872476598,0.026,0.125,1,"Pericytes"
"Midn",0.036878625553046,2.30009790300187,0.157,0,1,"Pericytes"
"Pfkl",0.639450750097603,2.30000792203277,0.151,0.125,1,"Pericytes"
"Orc3",0.0304025914880445,-2.2995535620082,0.054,0.167,1,"Pericytes"
"Loxl1",0.00226115573955676,-2.29775722999463,0.051,0.208,1,"Pericytes"
"Cdc16",4.86457423922673e-05,-2.29756109779591,0.061,0.292,1,"Pericytes"
"Fam20b",0.0478651191705989,-2.29703208262977,0.083,0.208,1,"Pericytes"
"Rps15",0.122624652763918,2.29571323967468,0.635,0.542,1,"Pericytes"
"Nub1",4.7836978773821e-06,-2.29051011720391,0.099,0.417,0.109862405451957,"Pericytes"
"Tuba1c",0.175746156371997,2.28831521483336,0.58,0.542,1,"Pericytes"
"AI462493",0.953785564693404,-2.28808800456362,0.173,0.167,1,"Pericytes"
"Scamp5",2.14467285240265e-06,-2.28749829990939,0.061,0.333,0.0492545567282793,"Pericytes"
"Rab25",0.544686058722385,2.28615999150422,0.119,0.083,1,"Pericytes"
"Samsn1",1.51552852049264e-08,-2.28526267694726,0.103,0.5,0.000348056280016339,"Pericytes"
"Atmin",0.00107357347831811,-2.28460691079113,0.048,0.208,1,"Pericytes"
"Bbs9",0.000625735044634529,-2.28389353715013,0.042,0.208,1,"Pericytes"
"C4b",0.0322305820445309,-2.28360769547324,0.035,0.125,1,"Pericytes"
"Ehd1",0.435794361185234,2.28315019573076,0.135,0.083,1,"Pericytes"
"Fbxo32",0.231425625852515,2.28236289299984,0.087,0.167,1,"Pericytes"
"Ap1s2",0.0139066020385448,-2.28202554732645,0.048,0.167,1,"Pericytes"
"Zfand2b",0.10056948122819,2.28012500775989,0.103,0,1,"Pericytes"
"Krit1",0.0322305820445309,-2.27965041113366,0.035,0.125,1,"Pericytes"
"Poldip3",0.0344525991758346,-2.27861261944699,0.192,0.375,1,"Pericytes"
"Wwp2",0.515314284048102,2.27644438066908,0.08,0.125,1,"Pericytes"
"Rpl29",0.117559829691634,2.27542920454409,0.526,0.375,1,"Pericytes"
"Map3k14",0.084448285638802,-2.27540396776196,0.045,0.125,1,"Pericytes"
"Prr24",0.00404967402667433,-2.2747051002442,0.022,0.125,1,"Pericytes"
"Sulf2",0.00690146559261795,-2.273970230868,0.042,0.167,1,"Pericytes"
"Pes1",0.0018659972676837,-2.2733053585362,0.051,0.208,1,"Pericytes"
"Stk4",0.000198442560410661,-2.27290287045573,0.074,0.292,1,"Pericytes"
"Nucks1",0.118967207283023,2.27215902299494,0.163,0.042,1,"Pericytes"
"1810074P20Rik",0.0174259243538195,-2.27090716272698,0.099,0.25,1,"Pericytes"
"2410091C18Rik",0.276334585203006,2.26947294776284,0.112,0.042,1,"Pericytes"
"Dek",0.667346846250459,-2.26802195946269,0.234,0.25,1,"Pericytes"
"Rgs2",0.000239273646563252,-2.26472505767897,0.317,0.625,1,"Pericytes"
"Nt5c3l",0.229486586532454,2.26449007626606,0.122,0.042,1,"Pericytes"
"Tsr2",0.00215440408279815,-2.26406009363294,0.019,0.125,1,"Pericytes"
"Clec4a2",0.00139322920526404,-2.26341137754217,0.048,0.208,1,"Pericytes"
"Smg6",0.00455072814890828,-2.26085942010849,0.022,0.125,1,"Pericytes"
"Ctr9",0.11974398296752,-2.25990239512215,0.08,0.167,1,"Pericytes"
"Cxcl1",9.82493856414276e-06,-2.25827937567712,0.08,0.375,0.225639539064103,"Pericytes"
"0610009B22Rik",0.460273830986116,-2.25725717956021,0.128,0.167,1,"Pericytes"
"Chchd5",0.14954305045163,-2.25649345898328,0.054,0.125,1,"Pericytes"
"Smcr7l",0.000714320587591162,-2.2558495202482,0.029,0.167,1,"Pericytes"
"Ang",0.817923580972421,-2.25555775199608,0.16,0.167,1,"Pericytes"
"Lcp2",2.53472293458335e-08,-2.25426561085274,0.109,0.5,0.000582124469156412,"Pericytes"
"Praf2",0.00161321360632139,-2.25366316844569,0.048,0.208,1,"Pericytes"
"S100a10",0.0392418585034681,2.25365509164616,0.462,0.25,1,"Pericytes"
"Acot2",0.316509777385091,2.25073656635578,0.147,0.083,1,"Pericytes"
"Lypd3",0.839060615678117,2.25066361348734,0.106,0.125,1,"Pericytes"
"Stard8",0.0233303893204969,-2.25028419203814,0.032,0.125,1,"Pericytes"
"Mrpl21",0.0604266316886935,-2.24837417937697,0.096,0.208,1,"Pericytes"
"Senp5",0.00465743673823667,-2.24763352739969,0.022,0.125,1,"Pericytes"
"Gtpbp5",1.71948274670431e-06,-2.24416726548599,0.032,0.25,0.0394896407608113,"Pericytes"
"Clasp2",1.48701010556534e-09,-2.24377584081321,0.215,0.708,3.41506740844136e-05,"Pericytes"
"Ppp1r9a",0.0464729893607225,-2.2423853803066,0.087,0.208,1,"Pericytes"
"Clasp1",0.00287967282274246,-2.24190158693701,0.054,0.208,1,"Pericytes"
"Naalad2",0.0779464326557646,-2.24187795505609,0.071,0.167,1,"Pericytes"
"Gpr160",0.00222229416118646,-2.23980711870053,0.051,0.208,1,"Pericytes"
"Tmem173",1.30996971437137e-06,-2.23715703718271,0.276,0.667,0.0300847644602529,"Pericytes"
"Mogs",0.16759711844481,-2.23649521901103,0.058,0.125,1,"Pericytes"
"Med12l",0.000723552381900146,-2.23538200472694,0.083,0.292,1,"Pericytes"
"Ddr1",0.444379783195818,2.23321010016892,0.128,0.083,1,"Pericytes"
"Msrb2",0.000402294275633583,-2.23048906652689,0.058,0.25,1,"Pericytes"
"Prex1",0.00301303035374963,-2.228228528747,0.099,0.292,1,"Pericytes"
"Zdhhc8",0.281746340486911,2.2279678028271,0.112,0.042,1,"Pericytes"
"Smpd1",0.679962217870786,2.22772757013236,0.099,0.125,1,"Pericytes"
"Npr2",2.3328894142893e-10,-2.22740707540676,0.003,0.167,5.3577138288568e-06,"Pericytes"
"Pnpla2",1.84648532445842e-05,-2.22480715803524,0.112,0.417,0.42406381961512,"Pericytes"
"Orai2",0.000131633889948754,-2.2245686082716,0.022,0.167,1,"Pericytes"
"Arid5b",0.368311914986947,2.22426974001121,0.301,0.25,1,"Pericytes"
"Ncor1",0.00914049694534529,-2.22275677046494,0.26,0.458,1,"Pericytes"
"1700123O20Rik",0.137458435528058,-2.22272282508963,0.154,0.25,1,"Pericytes"
"BC003965",0.187890254579043,2.22225796519703,0.135,0.042,1,"Pericytes"
"Itpripl1",0.000730129897027791,-2.22157609983619,0.263,0.542,1,"Pericytes"
"Myst2",0.0370868643314745,-2.22033760879613,0.061,0.167,1,"Pericytes"
"Gtf2i",0.0039659449352366,-2.21855314633615,0.106,0.292,1,"Pericytes"
"Lsm4",0.207887813043204,2.21735713114018,0.314,0.208,1,"Pericytes"
"Tmem131",0.000864383918155108,-2.21682179846288,0.045,0.208,1,"Pericytes"
"Ralbp1",0.126919649251274,2.21589978111684,0.263,0.125,1,"Pericytes"
"Tmem176b",4.85359378751582e-08,-2.2156883619475,0.452,0.875,0.00111467634924088,"Pericytes"
"Slc5a6",0.00434392855109734,-2.215032265365,0.022,0.125,1,"Pericytes"
"Rpp21",0.123743684922913,2.2141011676293,0.157,0.042,1,"Pericytes"
"Sdhc",0.0205475000307749,2.21196599855626,0.317,0.083,1,"Pericytes"
"Mpp7",0.000823230839805393,-2.21159296049762,0.029,0.167,1,"Pericytes"
"Alb",0.232872552147474,2.21098386159718,0.093,0.167,1,"Pericytes"
"Asb13",0.00476640586285442,-2.21052047221905,0.022,0.125,1,"Pericytes"
"Abt1",0.000709743652405101,-2.20886919754088,0.045,0.208,1,"Pericytes"
"Fam178a",0.0110854014497869,-2.20875261843475,0.215,0.417,1,"Pericytes"
"Fbxl20",0.0107357689567467,-2.20747777605624,0.045,0.167,1,"Pericytes"
"Gdi1",0.00490703717102847,-2.20740634489717,0.103,0.292,1,"Pericytes"
"Rapgef5",0.000320311019939771,-2.20645060497976,0.026,0.167,1,"Pericytes"
"Use1",0.0477370489399168,2.20638412629488,0.333,0.125,1,"Pericytes"
"Rbm43",1.2819096878529e-07,-2.20550225678322,0.026,0.25,0.00294403378912297,"Pericytes"
"Pid1",0.0619312346439242,-2.20461021499513,0.067,0.167,1,"Pericytes"
"Tmem204",1.29139334108323e-05,-2.20366467879033,0.109,0.417,0.296581394713175,"Pericytes"
"Psmb5",0.927462962255906,2.20269504109776,0.349,0.333,1,"Pericytes"
"Hlx",0.0065521692216939,-2.20255761882083,0.042,0.167,1,"Pericytes"
"B4galt4",0.000231305973752951,-2.20208708347559,0.09,0.333,1,"Pericytes"
"Ccnt1",0.046945676670393,-2.20060882416594,0.087,0.208,1,"Pericytes"
"Slc43a3",2.04032512646388e-13,-2.20012926851416,0.013,0.292,4.68581068543695e-09,"Pericytes"
"Smap1",0.00307549890739338,-2.19558722448011,0.154,0.375,1,"Pericytes"
"Atrx",0.729064178507336,2.19515510134299,0.144,0.167,1,"Pericytes"
"Smpd2",0.102708252001632,-2.1945349161749,0.048,0.125,1,"Pericytes"
"Vhl",0.0342120962319975,-2.19395211800936,0.083,0.208,1,"Pericytes"
"Pvrl4",0.00945110613195807,-2.19374930258349,0.064,0.208,1,"Pericytes"
"Dpy19l1",0.219458796449148,-2.19314525427485,0.064,0.125,1,"Pericytes"
"Thoc2",0.0481975699739018,-2.19298367042797,0.115,0.25,1,"Pericytes"
"Rae1",0.0210796710843627,-2.19226225913267,0.16,0.333,1,"Pericytes"
"Smad3",0.000895754618002853,-2.1883904642474,0.083,0.292,1,"Pericytes"
"Fxyd6",0.217511070953397,2.18836345512552,0.128,0.042,1,"Pericytes"
"Rac3",0.214699482989089,2.18816884652243,0.125,0.042,1,"Pericytes"
"Map1lc3a",0.999063797611317,2.18700188517098,0.478,0.583,1,"Pericytes"
"Tnfrsf18",0.305345967865365,2.18597378605882,0.106,0.042,1,"Pericytes"
"Ppp1r7",0.218212985401702,-2.18398964891818,0.096,0.167,1,"Pericytes"
"Stoml1",0.0130846140916084,-2.18335407203782,0.048,0.167,1,"Pericytes"
"1810026B05Rik",1.35032509925104e-05,-2.1832243472182,0.054,0.292,0.310115662293994,"Pericytes"
"Sbno2",0.384969966098213,-2.18154520818155,0.106,0.167,1,"Pericytes"
"Myo1e",0.664331475463304,2.17973750733117,0.106,0.083,1,"Pericytes"
"Pvrl2",0.886948376064082,2.17837096111893,0.106,0.125,1,"Pericytes"
"Wdr46",0.000103324127131624,-2.17757921556562,0.035,0.208,1,"Pericytes"
"Tnfaip6",0.038667578630428,-2.17481877895364,0.08,0.208,1,"Pericytes"
"Irx2",0.10056948122819,2.17385762327165,0.103,0,1,"Pericytes"
"Klf4",0.132217236551211,2.17354837557397,0.49,0.417,1,"Pericytes"
"Dap",0.647909846755828,2.17295758274168,0.276,0.25,1,"Pericytes"
"Rassf3",0.00476640586285442,-2.17291812820511,0.022,0.125,1,"Pericytes"
"1200016B10Rik",0.0533578516274868,-2.17144798173015,0.09,0.208,1,"Pericytes"
"Snx10",0.0203263348885829,-2.17029715861633,0.074,0.208,1,"Pericytes"
"H2-Ke6",0.749151069482312,2.165481105817,0.202,0.25,1,"Pericytes"
"Klhl24",0.0166817998289055,-2.16471161605751,0.099,0.25,1,"Pericytes"
"Kdm5c",0.0793033434972362,-2.16418292829492,0.099,0.208,1,"Pericytes"
"Eno1",0.11981696288603,-2.16409885709938,0.196,0.333,1,"Pericytes"
"Upf1",0.0739087668160928,-2.16189695762904,0.096,0.208,1,"Pericytes"
"Dcxr",0.177042993758635,2.16188393445845,0.196,0.083,1,"Pericytes"
"Rnf14",0.00356620769130596,-2.15845000118662,0.054,0.208,1,"Pericytes"
"Htra3",1.26143166760429e-06,-2.15812990798118,0.058,0.333,0.0289700396782002,"Pericytes"
"Cno",0.00328519686206557,-2.15442464870279,0.131,0.333,1,"Pericytes"
"Pibf1",0.00139075854192984,-2.15436718768404,0.032,0.167,1,"Pericytes"
"Asap1",0.0266986699217839,-2.15417242035554,0.109,0.25,1,"Pericytes"
"S100a6",0.00664365175278324,2.15342448657991,0.654,0.417,1,"Pericytes"
"Gngt2",5.00444046131567e-06,-2.1520515041479,0.205,0.583,0.114931979634576,"Pericytes"
"Sec23ip",0.000240714216338864,-2.15099271679586,0.038,0.208,1,"Pericytes"
"Pqlc3",0.202179735696356,2.14924749757049,0.128,0.042,1,"Pericytes"
"Rnf44",0.861228733876851,2.14835455293522,0.103,0.125,1,"Pericytes"
"Agpat5",1.05010583960098e-05,-2.14719019338329,0.038,0.25,0.241167307122762,"Pericytes"
"Gpcpd1",0.0612646599294452,-2.14686790498133,0.067,0.167,1,"Pericytes"
"Tm6sf1",0.00121278713632568,-2.14555912836223,0.067,0.25,1,"Pericytes"
"Elmo2",2.24712526218779e-06,-2.142234441779,0.048,0.292,0.0516074787714049,"Pericytes"
"Crlf2",0.363625376423728,2.14166485655564,0.147,0.083,1,"Pericytes"
"Narf",0.0102302050082065,-2.14150814674394,0.045,0.167,1,"Pericytes"
"Supt16h",0.0217692123898497,-2.13683473653329,0.128,0.292,1,"Pericytes"
"Mlec",0.000170740213630019,-2.13653004964674,0.144,0.417,1,"Pericytes"
"Atf3",0.00677158833370727,2.13500742582527,0.599,0.375,1,"Pericytes"
"Atp6v0a2",0.000248327147755621,-2.13389064639136,0.054,0.25,1,"Pericytes"
"Flrt3",0.260336604167758,2.13382072138316,0.115,0.042,1,"Pericytes"
"Cct2",0.136260075301809,2.1335664543424,0.34,0.208,1,"Pericytes"
"B4galnt1",0.600506026585661,2.13351998231509,0.112,0.083,1,"Pericytes"
"Dpy30",0.0110849433466579,-2.13337790836392,0.125,0.292,1,"Pericytes"
"Pcbd1",0.00877139832541982,-2.1324203344177,0.026,0.125,1,"Pericytes"
"Atp6v0d1",0.0263092495542092,-2.13147082457405,0.189,0.375,1,"Pericytes"
"Snx7",0.267473390323794,2.13035412206594,0.112,0.042,1,"Pericytes"
"Wdfy1",0.000731489412947909,-2.12943896240448,0.029,0.167,1,"Pericytes"
"Coq9",0.907398962439545,2.12883310366151,0.119,0.125,1,"Pericytes"
"Maf",3.7006036986444e-05,-2.12853071337538,0.282,0.625,0.849880645430673,"Pericytes"
"Fyco1",0.0791552663629079,-2.12625203358925,0.103,0.208,1,"Pericytes"
"Zfp951",3.85083562325248e-05,-2.12619155986682,0.01,0.125,0.884382909236163,"Pericytes"
"Cog4",0.0101710819135818,-2.1239324702463,0.067,0.208,1,"Pericytes"
"Pof1b",0.0668161376635315,2.12311368196866,0.125,0,1,"Pericytes"
"Utp11l",0.0912297050607608,-2.12297835540203,0.141,0.25,1,"Pericytes"
"Nfkbiz",0.002464034697086,-2.1224206275367,0.071,0.25,1,"Pericytes"
"Siva1",0.287665129735154,2.1218337651411,0.109,0.042,1,"Pericytes"
"Plek2",0.187811294177438,2.12141807665306,0.131,0.042,1,"Pericytes"
"2410003K15Rik",0.795032509156296,-2.12131273348554,0.119,0.125,1,"Pericytes"
"Mob3a",0.00613274033611386,-2.12126522608716,0.109,0.292,1,"Pericytes"
"Nipbl",0.0141274001805574,-2.12008195472451,0.218,0.417,1,"Pericytes"
"Fam96a",0.000447406562646713,-2.11849187036009,0.151,0.417,1,"Pericytes"
"Itm2a",0.675281131643614,2.11757156953187,0.125,0.167,1,"Pericytes"
"Mef2c",1.03572969281501e-09,-2.11732737576742,0.218,0.75,2.37865681251896e-05,"Pericytes"
"Mgat2",7.13944281369997e-06,-2.11541710119158,0.173,0.542,0.163964443659434,"Pericytes"
"Zfp263",8.41460834158616e-06,-2.11503844852076,0.054,0.292,0.193249895172868,"Pericytes"
"Serinc3",1.71048251991928e-07,-2.11490786749981,0.372,0.792,0.00392829415524663,"Pericytes"
"Cercam",2.3684927519913e-06,-2.11478749672187,0.013,0.167,0.0543948045422322,"Pericytes"
"Wdr8",0.295925780296935,-2.11413600076958,0.067,0.125,1,"Pericytes"
"Hpgds",1.2168954882751e-09,-2.11413414454704,0.256,0.792,2.7947221783726e-05,"Pericytes"
"Nfam1",0.000501590392599021,-2.11352101505104,0.103,0.333,1,"Pericytes"
"Rnf34",0.220316841539477,2.11323782485466,0.061,0.125,1,"Pericytes"
"Erlin2",0.0784262996130342,-2.11307651716112,0.045,0.125,1,"Pericytes"
"Klhl6",0.00427723619591601,-2.11305975442857,0.058,0.208,1,"Pericytes"
"Arhgap44",0.0885012418995576,2.11210195948387,0.176,0.042,1,"Pericytes"
"Vma21",0.00600694163967044,-2.11149590542683,0.08,0.25,1,"Pericytes"
"Inpp5k",0.0376997667554833,-2.11073486940534,0.115,0.25,1,"Pericytes"
"Hes1",0.834872160162009,2.1099118803924,0.17,0.167,1,"Pericytes"
"Fdft1",0.146664159529582,2.10773993203571,0.151,0.042,1,"Pericytes"
"Tipin",0.057762468813206,-2.10556642898287,0.064,0.167,1,"Pericytes"
"Mtx2",0.310233246652415,2.10453876555141,0.157,0.083,1,"Pericytes"
"Cldn5",0.0393170515454719,2.10360557732841,0.054,0.167,1,"Pericytes"
"Eef2",0.172027566541626,2.10356606874564,0.766,0.833,1,"Pericytes"
"Lims1",0.000451353203941618,-2.10188521233838,0.186,0.458,1,"Pericytes"
"Odz2",0.0559921550627504,2.1006476418884,0.135,0,1,"Pericytes"
"Asxl2",0.000359882461326175,-2.10061378833265,0.058,0.25,1,"Pericytes"
"Osbpl11",3.32930682092355e-07,-2.0994345540433,0.083,0.417,0.00764608604493302,"Pericytes"
"Calm1",0.199522382251132,2.09913697851384,0.747,0.625,1,"Pericytes"
"Rala",0.00234229844423976,-2.09879220251509,0.192,0.417,1,"Pericytes"
"Lmo4",0.626549121403966,2.09853716327739,0.208,0.167,1,"Pericytes"
"Kctd6",0.0102302050082065,-2.09839366265451,0.045,0.167,1,"Pericytes"
"Stag2",0.021247799431669,-2.09780626079423,0.077,0.208,1,"Pericytes"
"Zfp238",2.58217533318804e-05,-2.09720317011574,0.029,0.208,0.593022387019965,"Pericytes"
"Gne",1.62112922790971e-06,-2.09694939179021,0.032,0.25,0.0372308538481744,"Pericytes"
"Prorsd1",0.439920207627194,-2.0968687030176,0.083,0.125,1,"Pericytes"
"Btd",0.000273623439403119,-2.0944547626365,0.054,0.25,1,"Pericytes"
"Fry",0.00641575734900315,-2.09424634699026,0.115,0.292,1,"Pericytes"
"Tbxas1",3.07846596176276e-05,-2.0941722531602,0.176,0.5,0.707000492778435,"Pericytes"
"1810009A15Rik",0.0803589728794129,-2.09417005064325,0.071,0.167,1,"Pericytes"
"Tnxb",0.000170105411934996,-2.09414216458964,0.022,0.167,1,"Pericytes"
"Pkd2",0.000697526795486067,-2.09386288698638,0.029,0.167,1,"Pericytes"
"Gabarapl1",0.667453134885139,2.09169529867794,0.128,0.167,1,"Pericytes"
"Ablim1",0.101460965446696,2.08982165077422,0.115,0.25,1,"Pericytes"
"Plxnb2",0.00169184693571539,-2.08835080612992,0.173,0.417,1,"Pericytes"
"Pam16",0.15410121142661,-2.0880509587917,0.054,0.125,1,"Pericytes"
"Plac8",0.196804698352312,2.08790058380556,0.128,0.042,1,"Pericytes"
"Bach2",0.000425592886565394,-2.08770661810956,0.026,0.167,1,"Pericytes"
"Rpl13a",0.0322211807217712,2.08760467419295,0.869,0.875,1,"Pericytes"
"Coq7",0.173434616447264,2.08698523224538,0.141,0.042,1,"Pericytes"
"Gpr137b",0.320635738939477,-2.08609921164487,0.074,0.125,1,"Pericytes"
"Snrpd2",0.117534673306938,2.08446115466987,0.272,0.125,1,"Pericytes"
"Rab31",0.000282764589706945,-2.08341771259849,0.141,0.417,1,"Pericytes"
"Phf5a",0.804692914366559,2.08296428699506,0.144,0.125,1,"Pericytes"
"Trip4",0.00950066101967447,-2.0814581292237,0.067,0.208,1,"Pericytes"
"Rsbn1l",0.000976638447581383,-2.08118126047859,0.064,0.25,1,"Pericytes"
"Psmg2",0.0613589507059186,-2.08022231919257,0.093,0.208,1,"Pericytes"
"Rpl22l1",0.0188732498666717,2.07782208795388,0.369,0.125,1,"Pericytes"
"Col8a1",0.165607475802757,2.07740315265777,0.051,0.125,1,"Pericytes"
"Tpp2",0.188247714237196,-2.07502867501537,0.163,0.25,1,"Pericytes"
"Usp15",0.0674559510348726,-2.07458133229675,0.071,0.167,1,"Pericytes"
"Prpf39",0.138569030854999,-2.07426803744779,0.112,0.208,1,"Pericytes"
"Ash2l",0.00235502602011487,-2.07303441995669,0.071,0.25,1,"Pericytes"
"1500011B03Rik",0.000749040899034513,-2.071874261984,0.029,0.167,1,"Pericytes"
"Ankrd44",0.0865440851268923,-2.07176945872841,0.074,0.167,1,"Pericytes"
"1810031K17Rik",0.00127309022073382,-2.06817662129601,0.067,0.25,1,"Pericytes"
"Cast",0.543553029267945,2.06790183724297,0.205,0.167,1,"Pericytes"
"5133401N09Rik",0.173989693535359,-2.0663276596273,0.09,0.167,1,"Pericytes"
"Cdc42se2",1.96208613411998e-08,-2.06629586931468,0.054,0.375,0.000450612701561995,"Pericytes"
"Tmem39a",0.0844410052480523,2.06491918354979,0.112,0,1,"Pericytes"
"Ddx26b",0.0459480175394108,-2.06437095833051,0.038,0.125,1,"Pericytes"
"Bloc1s1",0.0521970833404657,2.06428929231392,0.327,0.125,1,"Pericytes"
"Mtmr2",0.742034787097586,-2.06347302547513,0.112,0.125,1,"Pericytes"
"Tsen15",0.227948296701243,-2.06315552299605,0.093,0.167,1,"Pericytes"
"Ctcf",0.0510306374097855,-2.06285502359385,0.064,0.167,1,"Pericytes"
"Cd248",0.0146133968443557,-2.06234213896439,0.029,0.125,1,"Pericytes"
"Aak1",2.12262780174568e-05,-2.06121412729213,0.029,0.208,0.487482700948914,"Pericytes"
"Nbl1",0.250875311916333,2.05709078840907,0.42,0.333,1,"Pericytes"
"Dhx29",0.033259067981751,-2.05657459527254,0.035,0.125,1,"Pericytes"
"B4galt7",0.000174979539787366,-2.05542080012868,0.022,0.167,1,"Pericytes"
"Sema3c",0.424920346416984,2.05169122057876,0.135,0.083,1,"Pericytes"
"Rab27a",9.58722450341999e-05,-2.04847234336994,0.048,0.25,1,"Pericytes"
"Cryl1",0.115249128429671,-2.04564832607,0.103,0.208,1,"Pericytes"
"Ufd1l",0.00141398837040637,-2.04550735331849,0.087,0.292,1,"Pericytes"
"Jund",0.100028457094183,2.04487388479966,0.673,0.625,1,"Pericytes"
"Cnih4",2.79561288715018e-06,-2.04457494410606,0.099,0.417,0.064204045566291,"Pericytes"
"Marcks",1.02274879487625e-05,-2.04349041509789,0.558,0.833,0.23488448823128,"Pericytes"
"Snx15",0.000784061480816975,-2.04277094655867,0.064,0.25,1,"Pericytes"
"Gtpbp4",0.196804698352312,-2.04000506395293,0.115,0.208,1,"Pericytes"
"Taok2",0.0173402348441361,-2.03919044973397,0.074,0.208,1,"Pericytes"
"Rit1",0.00234777320860561,-2.03896879399729,0.074,0.25,1,"Pericytes"
"Trappc1",0.210528471192651,-2.03812477425494,0.093,0.167,1,"Pericytes"
"Slu7",0.58121227233845,2.03735779721842,0.196,0.25,1,"Pericytes"
"Nrd1",0.343855889337686,2.03703842739529,0.071,0.125,1,"Pericytes"
"Nxn",0.61296273934622,2.03677659572216,0.157,0.125,1,"Pericytes"
